2.8983240946623475e+29,2.898324283557007e+29,2.898324341515836e+29
1.187145812048452e+30,1.1871458876063157e+30,1.1871459336391638e+30
4.3486119541630374e+29,4.348612709741675e+29,4.348612841944224e+29
2.897409844511264e+29,2.8974102223005826e+29,2.897410539399423e+29
1.5543854395131566e+29,1.5543861950917938e+29,1.5543863234605828e+29
2.5784309891127578e+29,2.5784319335860543e+29,2.5784319543650466e+29
2.4870989101767843e+29,2.4870994768607623e+29,2.4870997392887773e+29
1.1719109288696685e+30,1.1719109288696685e+30,1.1719109429593006e+30
2.4754977557803074e+29,2.475498700253604e+29,2.4754987022775896e+29
6.6826661446270705e+28,6.682668033573664e+28,6.682668301835683e+28
6.706902840574432e+29,6.706905862888981e+29,6.706906167467382e+29
1.4292820178062484e+29,1.4292822067009078e+29,1.4292821749922207e+29
2.4064136898184294e+29,2.4064150120810446e+29,2.406415074448291e+29
4.593256983227989e+28,4.593258872174582e+28,4.593259193218007e+28
5.7308977363104044e+29,5.730899247467679e+29,5.730899511045127e+29
6.458541120192803e+29,6.458543386928714e+29,6.45854369742359e+29
2.3968571312143758e+29,2.3968582645823317e+29,2.3968584337675815e+29
4.6864719641280124e+29,4.686473475285287e+29,4.686473587057808e+29
2.74861676579037e+29,2.7486169546850292e+29,2.748617212607551e+29
1.9750659350653807e+29,1.975066690644018e+29,1.9750669205986984e+29
1.844144321733253e+27,1.8441447644551108e+27,1.844144927357675e+27
3.151453516245082e+29,3.1514542718237194e+29,3.1514546221685804e+29
7.584808148048556e+28,7.584809092521853e+28,7.584809903416e+28
3.2265132175307185e+27,3.226514102974434e+27,3.226514329715673e+27
3.0098550573081697e+29,3.009855812886807e+29,3.009856052860597e+29
2.222415180073083e+29,2.2224161245463795e+29,2.222416184689881e+29
1.0788916806156272e+28,1.0788919167339513e+28,1.0788919664500362e+28
1.0428016559016035e+29,1.0428017503489332e+29,1.0428017436378105e+29
2.223330941381441e+29,2.2233313191707596e+29,2.223331392850494e+29
6.996446619001234e+28,6.996449924657772e+28,6.996449974463717e+28
4.862190087587636e+28,4.8621910320609325e+28,4.862191640879489e+28
3.2592126303337066e+29,3.2592137637016625e+29,3.259213633795391e+29
1.2051222367546666e+29,1.2051223312019963e+29,1.2051223836965348e+29
1.0388473351035078e+29,1.0388477128928264e+29,1.0388478475745826e+29
4.241438791307607e+28,4.241438791307607e+28,4.24143867519736e+28
2.0492671573480962e+28,2.049268337939717e+28,2.04926843607126e+28
6.526667112442636e+29,6.52666862359991e+29,6.526668837386956e+29
3.002000817373861e+28,3.002001053492185e+28,3.002001029340012e+28
4.7211605793645796e+29,4.721160957153898e+29,4.72116127313527e+29
5.4064031568599065e+28,5.406405518043148e+28,5.406405698875054e+28
4.729623815680519e+28,4.729625232390464e+28,4.729625604520909e+28
6.1846740873318536e+29,6.184676354067765e+29,6.184676172536346e+29
1.3797304151961566e+29,1.3797307929854752e+29,1.3797308415538781e+29
1.7765708935855802e+29,1.776571460269558e+29,1.7765714528216117e+29
1.6695046451073224e+29,1.669505022896641e+29,1.6695050631388468e+29
3.735045832934025e+29,3.735046588512662e+29,3.735046773798722e+29
4.194901569670861e+29,4.194902703038817e+29,4.194902783857605e+29
5.442119359043146e+28,5.4421198312797945e+28,5.442120187769885e+28
3.142842942094877e+29,3.1428431309895363e+29,3.1428431762122124e+29
9.617125315379688e+27,9.617126495971309e+27,9.617126590248738e+27
2.9891918705257252e+28,2.9891925788806977e+28,2.98919266156123e+28
1.8744545948852277e+29,1.8744561060425022e+29,1.8744562184598925e+29
3.885077682830705e+28,3.885079335658974e+28,3.885079404479638e+28
8.764523297546747e+28,8.764526130966636e+28,8.764526137208594e+28
1.5613020063586268e+29,1.561302478595275e+29,1.561302510670644e+29
4.448964886449248e+29,4.448966019817204e+29,4.448966214651895e+29
7.099531723639773e+29,7.099533234797048e+29,7.099533733161654e+29
1.2196508050233404e+30,1.2196510316969315e+30,1.2196511055765511e+30
4.2735739285395574e+29,4.273574306328876e+29,4.2735744386392224e+29
3.935216747831266e+29,3.935217881199222e+29,3.9352182866666075e+29
7.079022297110011e+29,7.07902531942456e+29,7.079024943964638e+29
1.741482577249903e+29,1.7414829550392215e+29,1.741483181697395e+29
2.8724889721078643e+28,2.8724892082261884e+28,2.8724891336658165e+28
1.064082906009326e+30,1.0640832837986446e+30,1.0640832928765233e+30
3.647625384603142e+29,3.647626517971098e+29,3.647626559150471e+29
1.3709944149921664e+29,1.3709946983341553e+29,1.3709947633766898e+29
1.2421782309774943e+30,1.2421786087668129e+30,1.2421786820481784e+30
2.2458275397271947e+29,2.2458279175165133e+29,2.245827985086294e+29
5.358488137578118e+29,5.35849040431403e+29,5.3584902073213874e+29
1.781346150573058e+29,1.7813470950463546e+29,1.781347149738018e+29
6.076783502560346e+29,6.0767850137176205e+29,6.0767847060921266e+29
1.0585962717348687e+29,1.0585965550768576e+29,1.0585965043375371e+29
6.494827028668536e+29,6.49482853982581e+29,6.494829048491105e+29
2.3741610601083857e+29,2.374161249003045e+29,2.37416136122039e+29
4.783278210290928e+29,4.7832789658695656e+29,4.783279059220943e+29
4.00075677219508e+28,4.00075677219508e+28,4.000757167340854e+28
1.8403392749396808e+28,1.8403392749396808e+28,1.8403393234434833e+28
8.429095495215109e+28,8.429100217581592e+28,8.429100226045089e+28
1.5757977825144434e+29,1.5757978769617731e+29,1.5757979115032234e+29
1.3000232913837337e+29,1.3000236691730523e+29,1.300023661013333e+29
3.0767555010083687e+29,3.076756256587006e+29,3.07675621958436e+29
5.2663014992034044e+29,5.266301876992723e+29,5.2663016512659455e+29
4.333624296314365e+29,4.3336258074716396e+29,4.333625954838475e+29
2.16210715998297e+29,2.1621077266669478e+29,2.162107799204667e+29
3.533637280228953e+28,3.533639169175546e+28,3.5336389464079223e+28
2.2579878223152433e+29,2.2579885778938806e+29,2.257988636050034e+29
8.579955081508907e+29,8.579955081508907e+29,8.579956129020735e+29
4.9192279633356914e+29,4.919230607860922e+29,4.919230639848882e+29
3.8701833389437342e+28,3.8701854640086515e+28,3.8701856546002515e+28
2.1223221668380897e+29,2.1223227335220676e+29,2.1223229205718263e+29
3.933312689665373e+29,3.933315334190603e+29,3.933315521270112e+29
8.175663086598833e+28,8.175663086598833e+28,8.17566423377578e+28
3.578749858345147e+29,3.578750991713103e+29,3.578751304785236e+29
1.2805437185365557e+29,1.280543907431215e+29,1.280543984590391e+29
8.305641501673338e+28,8.30564339061993e+28,8.305643211333515e+28
5.570310075061895e+29,5.570312341797807e+29,5.5703127196994334e+29
8.707723429069428e+29,8.707723429069428e+29,8.707723440639303e+29
1.0052227257039289e+30,1.0052230279353838e+30,1.0052231119629502e+30
2.240987208529583e+27,2.2409875036774881e+27,2.2409875266470158e+27
7.552174706705334e+28,7.552176595651927e+28,7.5521769344369565e+28
5.0082003701875046e+29,5.0082015035554605e+29,5.008201717968912e+29
3.132236129185033e+29,3.132237262552989e+29,3.1322375665195273e+29
1.9472666858433423e+29,1.9472668747380016e+29,1.94726689700367e+29
8.003459159381102e+28,8.003461992800992e+28,8.003462891438977e+28
7.376016080900188e+29,7.376016836478825e+29,7.37601673871486e+29
7.988668707556754e+28,7.988669652030051e+28,7.988669998636439e+28
6.423467159851233e+29,6.42346791542987e+29,6.4234680652502e+29
1.7272361420443817e+29,1.727236330939041e+29,1.7272364957879102e+29
1.796429011330025e+29,1.796429011330025e+29,1.796429146313988e+29
1.678289002344097e+29,1.6782893801334158e+29,1.678289583389701e+29
6.213254604864818e+29,6.2132561160220924e+29,6.213256159036441e+29
1.9118965386759673e+29,1.9118971053599452e+29,1.9118971408920864e+29
1.0467586212249297e+29,1.0467586212249297e+29,1.0467586066106486e+29
7.141898528988168e+29,7.141900040145442e+29,7.141900303243783e+29
3.447528516412352e+29,3.4475300275696265e+29,3.447530187663575e+29
9.906282709780862e+29,9.906284976516773e+29,9.906285468587669e+29
2.5459841756929384e+29,2.5459849312715756e+29,2.5459850646376312e+29
1.0957186813199114e+30,1.0957188324356388e+30,1.0957188039460342e+30
1.5340807747940916e+29,1.5340814359253992e+29,1.5340815104203956e+29
1.4322795871549148e+28,1.4322797052140769e+28,1.4322797394158836e+28
4.7780541395929186e+29,4.778055650750193e+29,4.7780557521904976e+29
1.047210079460692e+29,1.0472102683553513e+29,1.0472103259976397e+29
1.120270472448476e+28,1.120270826625962e+28,1.120270948251991e+28
4.327999768938608e+29,4.328000524517245e+29,4.328000912188781e+29
2.8199989241774716e+28,2.8200008131240647e+28,2.8200010704406494e+28
5.498103958170862e+28,5.498108680537345e+28,5.498109203855993e+28
4.418799164935314e+29,4.418799920513951e+29,4.418799800159108e+29
4.585095978366953e+29,4.5850974895242276e+29,4.5850974907242554e+29
9.536188203993137e+28,9.536189148466434e+28,9.536189244892898e+28
2.2391588026747455e+29,2.2391589915694048e+29,2.239159163964472e+29
7.727338991023846e+29,7.727342768917033e+29,7.727342835492942e+29
8.315890925887758e+28,8.315896592727537e+28,8.315898057777101e+28
4.730928699987066e+29,4.7309309667229776e+29,4.730931202505923e+29
2.039865114575362e+29,2.0398654923646807e+29,2.0398656413534194e+29
1.663246187254905e+29,1.6632463761495642e+29,1.663246502525398e+29
1.035673451479837e+30,1.0356736781534282e+30,1.035673693198313e+30
5.255661440833521e+28,5.255662385306818e+28,5.2556630060498695e+28
1.6810098410168673e+29,1.6810100299115267e+29,1.6810101199995105e+29
4.085891217358935e+29,4.085894239673484e+29,4.085894065606592e+29
5.319717886543077e+29,5.319719397700351e+29,5.319719287445405e+29
3.284843368866811e+29,3.28484374665613e+29,3.284844028791693e+29
5.418052290499849e+28,5.418054651683091e+28,5.418054826020223e+28
3.831648072864881e+29,3.831648828443518e+29,3.83164906166256e+29
3.530089082948384e+29,3.530089838527021e+29,3.5300898940520186e+29
4.086199493442937e+28,4.086200910152882e+28,4.086201012699795e+28
2.0741283390391525e+29,2.0741290946177897e+29,2.074129214993709e+29
2.822324973012274e+29,2.8223261063802298e+29,2.8223260999457614e+29
4.28107984672209e+29,4.2810809800900456e+29,4.2810813652087284e+29
1.688644963146371e+29,1.6886451520410303e+29,1.688645157924528e+29
4.029207707991754e+29,4.0292084635703916e+29,4.029208474374735e+29
5.134217286466859e+29,5.1342187976241335e+29,5.1342190416354755e+29
1.0449957807063404e+30,1.0449960073799315e+30,1.044996070390804e+30
8.855405807193551e+29,8.855406562772188e+29,8.855406639022445e+29
1.6616300045498076e+29,1.6616303823391262e+29,1.6616304994305386e+29
2.9210110988246906e+29,2.9210116655086685e+29,2.9210117441878087e+29
5.884992332539627e+28,5.88499422148622e+28,5.884994171050718e+28
2.413934719573707e+29,2.4139350973630256e+29,2.4139350810536642e+29
4.9072595977215066e+29,4.907261108878781e+29,4.907261690272483e+29
6.12834418876691e+29,6.128346077713503e+29,6.128346010729103e+29
5.02781292487484e+28,5.027814341584785e+28,5.027814892462273e+28
1.0612426859118688e+29,1.0612429692538578e+29,1.0612430822976662e+29
8.65002744432832e+29,8.650028955485594e+29,8.650029138909668e+29
8.740554832015612e+29,8.740556343172887e+29,8.740556675160659e+29
3.436634205831031e+28,3.436635622540976e+28,3.436635893146799e+28
3.209143456357092e+29,3.209144589725048e+29,3.209144432522603e+29
5.756121973536664e+29,5.756123484693938e+29,5.756123264214162e+29
8.999504475841154e+28,8.99950542031445e+28,8.999506471114812e+28
4.222496812660839e+29,4.2224975682394766e+29,4.222497972253293e+29
3.439786857694995e+29,3.4397872354843134e+29,3.439787586644787e+29
7.821339018127982e+29,7.821340529285256e+29,7.821340602765222e+29
4.420265365280915e+28,4.420267254227508e+28,4.420267918639187e+28
3.0271094510686195e+29,3.0271107733312347e+29,3.0271107567434312e+29
1.18615504067088e+28,1.18615504067088e+28,1.186155138075867e+28
2.7103043954095078e+29,2.710305717672123e+29,2.710305822628685e+29
1.3144166866342017e+29,1.3144173477655093e+29,1.3144173973471032e+29
1.3775014582162421e+29,1.3775016471109014e+29,1.377501738151353e+29
3.064933717649812e+29,3.0649344732284494e+29,3.0649343483578255e+29
5.12677105899667e+27,5.12677105899667e+27,5.126771494082424e+27
3.973595609132207e+29,3.9735959869215255e+29,3.9735961840540714e+29
8.127249385416454e+28,8.12725032988975e+28,8.127251369185435e+28
3.6907296347015014e+28,3.690730815293122e+28,3.6907309383155034e+28
6.941860595931084e+29,6.941862862666996e+29,6.941863677932619e+29
8.471944359734075e+28,8.471945304207372e+28,8.471946747195398e+28
4.208996133570293e+28,4.208996605806941e+28,4.20899719850512e+28
2.8854188115379614e+29,2.88541918932728e+29,2.8854193226524813e+29
1.9349975999315283e+29,1.9349981666155063e+29,1.9349983082599053e+29
2.5220534890936668e+29,2.522054244672304e+29,2.522054346808388e+29
4.7144480187511694e+29,4.7144510410657184e+29,4.714451184594696e+29
1.9730415510015042e+28,1.9730423774156387e+28,1.9730424454996381e+28
3.7969299900614603e+28,3.7969316428897293e+28,3.7969315504046935e+28
7.889687906075807e+28,7.8896893227857515e+28,7.889689467103071e+28
2.4370282250428954e+29,2.4370284139375547e+29,2.4370283930921344e+29
7.242172125517466e+28,7.242174014464059e+28,7.242174444872829e+28
4.950806239111981e+28,4.95080671134863e+28,4.950807336514967e+28
2.3886844148844623e+28,2.3886860677127313e+28,2.3886861200193454e+28
7.799125195087222e+27,7.799129327157895e+27,7.799129482010042e+27
